run_id,coin,timeframe,target,feature_combo,n_features,param_tag,lags,cov_lags,max_depth,max_leaves,min_child_weight,subsample,colsample_bytree,gamma,rmse,mae,direction_acc_pct,strategy_return_net,rmse_early,rmse_late,diracc_early,diracc_late,out_dir
20260407_104723,BTC,1d,log_ret_close,log_ret_vol__macd__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.026762435253472692,0.018227861173294852,52.066115702479344,-0.14952317291504796,0.022483269907193085,0.030445992440269402,50.413223140495866,53.71900826446281,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_log_ret_vol__macd__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,open__high__macd__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.026997027500160444,0.018285577965111616,45.45454545454545,-0.9062199791028837,0.021975586408968246,0.03122102800470876,49.586776859504134,41.32231404958678,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__high__macd__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,high__rsi__macd__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.027142117088121955,0.018358528173527754,47.93388429752066,-0.44796043481640946,0.022013385077745466,0.03144518909896292,49.586776859504134,46.28099173553719,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__rsi__macd__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,BTC,1d,log_ret_close,rsi__macd__bollinger_bands__log_ret_close,3,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.02726428161909713,0.018509179203083155,48.34710743801653,-0.2459613821892108,0.022284183988164993,0.03146581078555717,51.2396694214876,45.45454545454545,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_rsi__macd__bollinger_bands__log_ret_close/base_l7_cov7/log_ret_close/BTC/1d
20260407_104723,ETH,1d,log_ret_close,high__macd__atr__log_ret_close,3,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03734665161174227,0.026417141435542992,50.82644628099173,0.006550962890480183,0.036886359438323295,0.03780133940225559,57.02479338842975,44.62809917355372,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__macd__atr__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,macd__log_ret_close,1,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.037375130549369764,0.026694886653920842,50.413223140495866,-0.06136300635022973,0.03819154464691418,0.036540480082336436,48.760330578512395,52.066115702479344,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_macd__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,log_ret_vol__rsi__macd__log_ret_close,3,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03745023530422497,0.026425860665270473,52.892561983471076,0.3971094349503196,0.03736994586248589,0.03753035298153363,59.50413223140496,46.28099173553719,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_log_ret_vol__rsi__macd__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,bollinger_bands__log_ret_close,1,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03752366463005456,0.026427553876363953,50.0,-0.36272195421312753,0.0378355532499671,0.037209161839613106,50.413223140495866,49.586776859504134,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_bollinger_bands__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,macd__atr__log_ret_close,2,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03759049962336945,0.02629362852477369,51.652892561983464,-0.17332381950445705,0.038106818796091985,0.03706698915626799,57.02479338842975,46.28099173553719,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_macd__atr__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,log_ret_vol__macd__log_ret_close,2,base_l7_cov7,7,7,4,10,7,0.89,0.93,0.005,0.0376638962164203,0.02682519562609024,52.066115702479344,0.5227400863380707,0.037655514303068245,0.03767227626483409,56.19834710743802,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_log_ret_vol__macd__log_ret_close/base_l7_cov7/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__log_ret_close,1,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03769859088351073,0.026530198150387232,50.0,-0.39528635843272975,0.037467067529169944,0.037928701005561144,56.19834710743802,43.80165289256198,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__log_ret_vol__bollinger_bands__log_ret_close,3,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03769958365007696,0.02694425736894142,50.82644628099173,0.20292561714733234,0.03784328556867354,0.03755533187373165,55.371900826446286,46.28099173553719,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__log_ret_vol__bollinger_bands__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,macd__bollinger_bands__log_ret_close,2,deeper_l14_cov14,14,14,6,16,5,0.9,0.9,0.01,0.03773814469823479,0.026542535887575856,50.82644628099173,-0.40200820090938294,0.03758846266982217,0.03788723537880797,57.85123966942148,43.80165289256198,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_macd__bollinger_bands__log_ret_close/deeper_l14_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,close__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_close__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,log_ret_vol__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_log_ret_vol__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,volatility__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_volatility__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,rsi__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_rsi__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,macd__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_macd__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,bollinger_bands__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_bollinger_bands__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,atr__log_ret_close,1,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_atr__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__high__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__high__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__low__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__low__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__close__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__close__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__log_ret_vol__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__log_ret_vol__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__volatility__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__volatility__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__rsi__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__rsi__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__macd__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__macd__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__bollinger_bands__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__bollinger_bands__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,open__atr__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_open__atr__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__low__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__low__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__close__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__close__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__log_ret_vol__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__log_ret_vol__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__volatility__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__volatility__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__rsi__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__rsi__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__macd__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__macd__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__bollinger_bands__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__bollinger_bands__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,high__atr__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_high__atr__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__close__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__close__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__log_ret_vol__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__log_ret_vol__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__volatility__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__volatility__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__rsi__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__rsi__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
20260407_104723,ETH,1d,log_ret_close,low__macd__log_ret_close,2,regularized_l7_cov14,7,14,3,8,9,0.8,0.85,0.05,0.03774327848022993,0.026449299645892762,47.93388429752066,-0.646148831962966,0.038160230481656475,0.03732166864516151,47.93388429752066,47.93388429752066,experiment_output/runs/20260407_104723/model_predictions/XGBOOST/input_low__macd__log_ret_close/regularized_l7_cov14/log_ret_close/ETH/1d
